,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
1623,ROOFTOP,"60, Jalan Laman Bakawali D/9, Jalan Laman Bakawali, 71800 Nilai, Negeri Sembilan, Malaysia",ChIJu11O2S7BzTERBVTOkt0H_QU,Terezza 2 @ Kota Seriemas,2.7838134,101.7810419,1,71800,OK,"establishment,point_of_interest"
1624,,,,"Apartment, s/s house, condo or just Flat",,,0,,ZERO_RESULTS,
1625,GEOMETRIC_CENTER,"fortune park, Persiaran Serdang Perdana, fortune park apartment, 43300 Seri Kembangan, Selangor, Malaysia",ChIJGV5tiVU1zDERZc44AKeECBw,"Price for Fortune Park, Serdang Perdana",3.0367073,101.7067441,1,43300,OK,"establishment,point_of_interest"
1626,,,,Upcoming potential landed,,,0,,ZERO_RESULTS,
1627,APPROXIMATE,"Impian Heights, 47100 Puchong, Selangor, Malaysia",ChIJccqbxnpLzDER-JrXBq2FhQU,Impian heights in Puchong jaya,3.064566,101.6254091,1,47100,OK,"political,sublocality,sublocality_level_1"
1628,GEOMETRIC_CENTER,"Jalan 3/76c, Desa Pandan, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJsd95V0w2zDERUrisSmcZWlo,Sentrio suites vs arte+ vs ekocheras,3.148161,101.7373417,2,55100,OK,"establishment,point_of_interest"
1629,GEOMETRIC_CENTER,"Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJPbiasY5JzDER-5Fp9VNQTVY,PROPOSED LUXURY MEGAMALL FOR KL,3.117689,101.6774698,1,59200,OK,"establishment,point_of_interest,shopping_mall"
1630,GEOMETRIC_CENTER,"Jalan Ampang, Malaysia",ChIJD0pq3bI3zDER2XSHuO6r0L8,PEDOMAN IKHTISAS' NEW MIXED DEV @ JALAN AMPANG,3.1606082,101.7402206,1,,OK,route
1631,,,,INTEREST RATES NO CHANGE FOR NOW,,,0,,ZERO_RESULTS,
1632,GEOMETRIC_CENTER,"Kuala Nerang, 06300 Kuala Nerang, Kedah, Malaysia",ChIJdXChT9FUSzAR-fneefA_wfI,Kuala Nerang Land,6.2513485,100.6131645,2,06300,OK,"establishment,point_of_interest"
1633,,,,About strata title,,,0,,ZERO_RESULTS,
1634,,,,Prime Sentul/Maxim Citylight,,,0,,ZERO_RESULTS,
1635,ROOFTOP,"19901 Southwest Fwy Suite 244, Sugar Land, TX 77479, USA",ChIJc96yv83jQIYRdZGuytCpKJ0,Need help,29.5617606,-95.6840871,1,77479,OK,"establishment,point_of_interest"
1636,ROOFTOP,"Wisma Genting, 28, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJrSjMPCpIzDERh58Ij8Bwwec,Investment at Jalan TAR ,3.1506026,101.7110105,1,50250,OK,"establishment,finance,point_of_interest"
1637,ROOFTOP,"1350 Wallach Pl NW, Washington, DC 20009, USA",ChIJr2wI2ee3t4kRV7TUzGxOpe0,KL Property,38.9161754,-77.03143879999999,1,20009,OK,"establishment,point_of_interest"
1638,,,,How to calculate fair price of a property,,,0,,ZERO_RESULTS,
1639,APPROXIMATE,"Cyberjaya, Selangor, Malaysia",ChIJ45NqN-62zTERzrxIC_u7HiQ,I have a question about Cyberjaya...,2.921318,101.6559349,1,,OK,"locality,political"
1640,GEOMETRIC_CENTER,"pj8/1, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",ChIJmx7MQjhPzDERU3IgOnuTzuY,Damansara Perdana Exclusive Condominium,3.101408600000001,101.6398219,2,47820,OK,"establishment,point_of_interest"
1641,,,,rental property price,,,0,,ZERO_RESULTS,
1642,,,,Room rental estimation,,,0,,ZERO_RESULTS,
1643,,,,Condo to consider for investment,,,0,,ZERO_RESULTS,
1644,,,,How to apply higher loan than purchase price,,,0,,ZERO_RESULTS,
1645,APPROXIMATE,"SoHo, New York, NY, USA",ChIJ8-JRXoxZwokRGPiQ9Ek0L84,What happen if i install a cooker and cook in SOHO,40.723301,-74.0029883,1,,OK,"neighborhood,political"
1646,,,,I wanna ask,,,0,,ZERO_RESULTS,
1647,,,, The Wharf - DEX 2.0 - NOUVO 3elements,,,0,,ZERO_RESULTS,
1648,,,,Need info bout mortgage loan,,,0,,ZERO_RESULTS,
1649,APPROXIMATE,"Broga, 71750 Semenyih, Selangor, Malaysia",ChIJpRu1OOvRzTERg9WbUEn5-UY,"Above 10,000 sqft in Mantin, Lenggeng or Broga",2.93669,101.9111479,1,71750,OK,"political,sublocality,sublocality_level_1"
1650,,,,OCBC Bank vs AMBANK,,,0,,ZERO_RESULTS,
1651,,,,closed thread,,,0,,ZERO_RESULTS,
1652,,,,RM 150k Cash in property investment,,,0,,ZERO_RESULTS,
1653,,,,STUDYING THE MALAYSIA PROPERTY TREND VS SINGAPORE,,,0,,ZERO_RESULTS,
1654,GEOMETRIC_CENTER,"Damansara Perdana, 47400 Petaling Jaya, Selangor, Malaysia",ChIJDelRdFVPzDER8WTLvVWsVcI,NEW PROPERTY OR PROJECT IN KLANG VALLEY,3.1717551,101.615669,1,47400,OK,"establishment,point_of_interest,real_estate_agency"
1655,,,,PROPERTY INVESTMENT CONVENTION 2013,,,0,,ZERO_RESULTS,
1656,ROOFTOP,"1, Jalan Ikhtisas, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",ChIJdZtw5oFSzDERiL6TP5_2REY,"Vista Alam, SOHO/CONDO @ Section 14, Shah Alam, mi",3.0709058,101.5250134,1,40000,OK,"establishment,lodging,point_of_interest"
1657,APPROXIMATE,"Sungai Besi, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJh0ISBGY1zDER1NDpGl67UUM,PR1MA JATI HOMES SG. BESI ,3.057444,101.71787,1,,OK,"political,sublocality,sublocality_level_1"
1658,,,,WISHLIST FOR MRT II & MRT CIRCLE LINE,,,0,,ZERO_RESULTS,
1659,APPROXIMATE,"Kemuning Utama, 40400 Shah Alam, Selangor, Malaysia",ChIJjw03sbyyzTERbD-LfA33cr4,KEMUNING UTAMA,3.0186609,101.5368831,1,40400,OK,"political,sublocality,sublocality_level_1"
1660,,,,Transfer of property within brother,,,0,,ZERO_RESULTS,
1661,ROOFTOP,"1611 S Utica Ave, Tulsa, OK 74104, USA",ChIJC02-05XstocRWrImhbmJ_iw,third property,36.1378843,-95.96729309999999,1,74104,OK,"establishment,general_contractor,point_of_interest"
1662,,,,TROPICANA HEIGHTS - Another megacity by Dijaya,,,0,,ZERO_RESULTS,
1663,,,,Impact of Crime Rate on Property Market,,,0,,ZERO_RESULTS,
1664,,,,buy subsale condo 400k,,,0,,ZERO_RESULTS,
1665,GEOMETRIC_CENTER,"Jalan Pinggiran, Jalan Taman Mas, 47130 Puchong, Selangor, Malaysia",ChIJcUGGErezzTER8j4Zg501_0E,Koi Prima,2.9757414,101.5766492,1,47130,OK,"establishment,point_of_interest"
1666,GEOMETRIC_CENTER,"Jalan Bandar, Taman Melawati, 53100 Kuala Lumpur, Selangor, Malaysia",ChIJUap3gkk4zDERgT5r9I0ZSqQ,Gaya Serv Apt @ Tmn Melawati by Sime Darby-Fr 150K,3.2112237,101.7458275,1,53100,OK,"establishment,point_of_interest"
1667,ROOFTOP,"LG 07, Block A2, Jalan Mulia 21/1, Ampang Saujana, 68000 Ampang, Selangor, Malaysia",ChIJp0t00Mg2zDERN5brXgJuBUU,Ampang Saujana,3.135046,101.7888069,2,68000,OK,"establishment,mosque,place_of_worship,point_of_interest"
1668,APPROXIMATE,"Kota Damansara, Petaling Jaya, Selangor, Malaysia",ChIJH_iknm5PzDERYhrK2w7Nzfo,advice on kota damansara investment property,3.1622148,101.5869321,1,,OK,"political,sublocality,sublocality_level_1"
1669,GEOMETRIC_CENTER,"Jalan Bukit Keramat, Kampung Datuk Keramat, 54000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJCeHXHsA3zDERqGqH3jvqtmw,Gurney height,3.1703662,101.7284957,2,54000,OK,"establishment,point_of_interest"
1670,,,,"Regalia Serviced Apartment,Off Jalan Kuching,LRT",,,0,,ZERO_RESULTS,
1671,APPROXIMATE,"Shah Alam, Selangor, Malaysia",ChIJx70qk4tNzDERxZGwq4XgZW4,MAGNA ECO-CITY @ SHAH ALAM,3.073281,101.518461,1,,OK,"locality,political"
1672,APPROXIMATE,"Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",ChIJwaubTHlMzDER2T04EVDOvhs,STYLO SUITES @ BANDAR SUNWAY,3.0683743,101.6024829,1,47500,OK,"political,sublocality,sublocality_level_1"
1673,,,,1ST HOMEBUYER AFFORDABILITY THREAD -RM300-RM500psf,,,0,,ZERO_RESULTS,
1674,ROOFTOP,"Platinum Suites Bukit Bintang, 1020, Jalan Sultan Ismail, Kampung Baru, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ6Zl-uilIzDERYr-y5SMuPy8,Platinum Victory - The Face Platinum Suites,3.158349,101.703792,1,50250,OK,"establishment,lodging,point_of_interest"
1675,,,,BANK NEGARA ANNOUNCES MAX MORTGAGE TENURE 35 YEARS,,,0,,ZERO_RESULTS,
1676,GEOMETRIC_CENTER,"Taman Subang Permai, 47500 Subang Jaya, Selangor, Malaysia",ChIJyfgvTpdMzDERCkXakBOhAfU,Pacific Place vs Empire Remix 2,3.0586483,101.6036476,1,47500,OK,"establishment,general_contractor,point_of_interest"
1677,,,,Iprop agency price listing,,,0,,ZERO_RESULTS,
1678,,,,Implement GST will affect the Property Price,,,0,,ZERO_RESULTS,
1679,APPROXIMATE,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ5-rvAcdJzDERfSgcL1uO2fQ,KL HOME PRICES UNDERPERFORMS REGION,3.139003,101.686855,1,,OK,"locality,political"
1680,,,,THE AFFORDABLE NICE TERRACE SUBSALE THREAD,,,0,,ZERO_RESULTS,
1681,ROOFTOP,"71, #03-06 Ayer Rajah Crescent, Singapore 139951",ChIJL7YLSL0Z2jEREWczDvPE2J0,Investing in Singapore,1.2967926,103.786762,1,139951,OK,"establishment,finance,point_of_interest"
1682,ROOFTOP,"E9, Lebuhraya Sungai Besi, Bandar Tasik Selatan, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJn2O1JIBKzDERFLu2EIjhntU,Sg Besi Development : Anyaman Residence,3.0704353,101.7072921,1,57100,OK,"establishment,point_of_interest"
1683,ROOFTOP,"Prisma Harta Sdn. Bhd, Pusat Komuniti, Plot A, Jalan Prisma Utama, Rumah Iskandar Malaysia, 79200 Nusajaya, Johor, Malaysia",ChIJKxaPv0oL2jER64aPjqemUeY,Johor Iskandar Malaysia,1.4767794,103.6135521,1,79200,OK,"establishment,point_of_interest,real_estate_agency"
1684,,,,THE AFFORDABLE NICE APARTMENT SUBSALE THREAD,,,0,,ZERO_RESULTS,
1685,APPROXIMATE,"Balakong, Selangor, Malaysia",ChIJVSb8Cc_KzTERZej7gUf7ETU,450sf n 900sf who is better at balakong area,3.0256822,101.738147,1,,OK,"locality,political"
1686,,,,looking for pg based property negotiators/agents,,,0,,ZERO_RESULTS,
1687,GEOMETRIC_CENTER,"Persisiran Sutera Danga, Bandar Uda Utama, 81200 Johor Bahru, Johor, Malaysia",ChIJeZdxjxdz2jERI42ZyUTFUcA,Raffles Suites Nusajaya,1.4984325,103.6705676,1,81200,OK,"establishment,lodging,point_of_interest"
1688,APPROXIMATE,"Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",ChIJ2zGJ8UlPzDER4r74UlYlSco,"WTS ~ Empire Damansara, Damansara Perdana",3.1694233,101.6086725,1,47820,OK,"political,sublocality,sublocality_level_1"
1689,GEOMETRIC_CENTER,"Seksyen U2, 40150 Shah Alam, Selangor, Malaysia",ChIJvWhGTy9MzDERqMtvSyfFh2I,Amaya Saujana condo,3.107929,101.5806398,1,40150,OK,"establishment,point_of_interest"
1690,GEOMETRIC_CENTER,"Jalan Tembaga, Setapak, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJwcMar6i1zTERCTsSKYdniww,The Reach @ Titiwangsa,3.1872714,101.7046135,1,53200,OK,"establishment,point_of_interest"
1691,,,,"getting house key, what u have to do",,,0,,ZERO_RESULTS,
1692,GEOMETRIC_CENTER,"Jalan Sepah Puteri 5/1, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",ChIJQaGdaQRMzDER_cz5O9VXClk,Carlina Apartment Kota Damansara,3.1587766,101.5876177,1,47810,OK,"establishment,point_of_interest"
1693,APPROXIMATE,"Kuala Lumpur City Centre, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ14gJ49NJzDERmsAj2n9LSkY,"find a place between KLCC and cyberjaya, Find a c",3.146642,101.6958449,2,,OK,"political,sublocality,sublocality_level_1"
1694,ROOFTOP,"1225 E Weisgarber Rd Suite 390, Knoxville, TN 37909, USA",ChIJ_cOVfqw8XIgR59xM-2ciagI,Commercial Property Investment,35.9468943,-84.01461859999999,1,37909,OK,"establishment,finance,general_contractor,point_of_interest,real_estate_agency"
1695,,,,Iskandar Property Research,,,0,,ZERO_RESULTS,
1696,,,,Unit next to lift,,,0,,ZERO_RESULTS,
1697,APPROXIMATE,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ5-rvAcdJzDERfSgcL1uO2fQ,Riana3 BandarayaKL,3.139003,101.686855,1,,OK,"locality,political"
1698,,,,Selling apart,,,0,,ZERO_RESULTS,
1699,ROOFTOP,"4, Jalan PPU 3, Taman Perindustrian Puchong Utama, 47100 Puchong, Selangor, Malaysia",ChIJuUap6GKzzTERsBH8_2mYn80,Puchong Properties,3.0064597,101.6137515,1,47100,OK,"establishment,point_of_interest"
1700,GEOMETRIC_CENTER,"Jalan Thamby Abdullah, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJZXEkZZRJzDERupQe1leOrNA,Menara Puteri,3.12771,101.68065,1,50470,OK,"establishment,point_of_interest"
1701,,,,SENTUL COMMERCIAL PRECINCT BY YTL,,,0,,ZERO_RESULTS,
1702,ROOFTOP,"KL118, Cangkat Stadium, City Centre, 50150 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJFekvqdBJzDER0ceyCU0bUXM,THE RESIDENCES @ WARISAN MERDEKA ,3.1418445,101.7006433,1,50150,OK,premise
1703,,,,WTS Palm oil land 1339 acres,,,0,,ZERO_RESULTS,
1704,,,,Offices suites- can stay a not,,,0,,ZERO_RESULTS,
1705,GEOMETRIC_CENTER,"Km 1, Jalan Utama Marina Island, Telok Muroh, Perak Darul Ridzuan 6-01 Laguna Apartment 2, 32200 Lumut, Perak, Malaysia",ChIJ29fy6ybTNDAREev-WBuaHVQ,Marina Island Laguna Apartment 2,4.2096802,100.6031964,1,32200,OK,"establishment,lodging,point_of_interest"
1706,,,,What is your best exp with High rises condo,,,0,,ZERO_RESULTS,
1707,,,,Renesial Leong seminar,,,0,,ZERO_RESULTS,
1708,ROOFTOP,"622 Hillcrest Ave, Elmhurst, IL 60126, USA",ChIJy5TblGdLDogRvoX2TZd8BR4,Wise Investment,41.8800693,-87.92493879999999,1,60126,OK,"establishment,general_contractor,point_of_interest"
1709,,,,ISKANDAR property tour,,,0,,ZERO_RESULTS,
1710,,,,Looking for shoplot or office budget around RM500K,,,0,,ZERO_RESULTS,
1711,GEOMETRIC_CENTER,"A1-13A ,PLAZA METRO PRIMA ,NO 1 JALAN METRO 1 KEPONG, Metro Prima, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJE_n-HUBGzDERh5c1HGYJav8,Vista Magna vs Plaza Metro Prima,3.2121945,101.6385498,2,52100,OK,"establishment,hair_care,point_of_interest"
1712,APPROXIMATE,"Alam Impian, 40470 Shah Alam, Selangor, Malaysia",ChIJw-57nUOtzTERiedYOgMzX5s,"Alam Impian, Pentas 4",3.024628,101.51608,1,40470,OK,"political,sublocality,sublocality_level_1"
1713,,,,Property talk on 22nd June 2013,,,0,,ZERO_RESULTS,
1714,APPROXIMATE,"Empire Damansara, 47820 Petaling Jaya, Selangor, Malaysia",ChIJ8a75jjNPzDERgH_DBiIf66s,Empire Damansara,3.166736,101.6120092,1,47820,OK,"political,sublocality,sublocality_level_1"
1715,ROOFTOP,"SHOP LOT, Kampung Sungai Udang, 41100 Klang, Selangor, Malaysia",ChIJx7jy1bBUzDER3ecGMFB6xek,"Klang, Taman Sentosa Perdana, 3 Storey Shop Lot",3.0442755,101.417148,1,41100,OK,premise
1716,ROOFTOP,"Plaza Mentari (Sun City), Lot 1-07, Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor, Malaysia",ChIJF5Kmy9QS2jERjL72dDgZNgI,Where To Buy In JB,1.4764335,103.7687706,1,80400,OK,"establishment,point_of_interest,store"
1717,GEOMETRIC_CENTER,"29, Jalan LGSB 1/1, Pusat Komersial LGSB, OffJalan Hospital,, 47000 Sungai Buloh, Selangor, Malaysia",ChIJ6_h0CqJFzDERuunM1qWn4d8,"T6 Boutique Retail Mall @ Light Grey, Sungai Buloh",3.2118336,101.5770846,1,47000,OK,"establishment,point_of_interest,shopping_mall"
1718,GEOMETRIC_CENTER,"Jalan PJU 10/3C, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",ChIJYxOarYxFzDERZVX66U0y3sk,Damansara ONE,3.1973335,101.5926257,1,47830,OK,"establishment,point_of_interest"
1719,,,,Property Talk or Conference,,,0,,ZERO_RESULTS,
1720,ROOFTOP,"8181 E Skelly Dr, Tulsa, OK 74129, USA",ChIJFWC66LPytocRLHtwhhtNPbE,Homestay ,36.1235078,-95.8839474,1,74129,OK,"establishment,lodging,point_of_interest"
1721,GEOMETRIC_CENTER,"Jalan Bazar U8/99 B0317, Suria Jelutong, Bukit Jelutong, 40150 Shah Alam, Selangor, Malaysia",ChIJ-VMhS-xNzDERwi83K7u8Q70,Suria Jelutong @ Bukit Jelutong,3.0979145,101.538967,1,40150,OK,"establishment,point_of_interest"
1722,,,,Flipping new launches,,,0,,ZERO_RESULTS,
1723,,,,Property Introducing Commission,,,0,,ZERO_RESULTS,
1724,,,,Strata Titles/Original Title,,,0,,ZERO_RESULTS,
1725,,,,high rise security choped up like meat *scary*,,,0,,ZERO_RESULTS,
1726,ROOFTOP,"No 33, Jalan Silat Cekak 3, Taman Selesa Jaya, 81300 Skudai, Johor, Malaysia",ChIJb7lEBb9z2jERroeH-bbnrdc,Property Investments in Johor Bahru,1.4924612,103.6371243,1,81300,OK,"establishment,finance,point_of_interest"
1727,GEOMETRIC_CENTER,"Taman tun teja, Kampung Melayu Batu 16, 48000 Rawang, Selangor, Malaysia",ChIJReuMvpNDzDERkrGcFsABBqw,Rawang Property,3.296202,101.5904938,1,48000,OK,"establishment,point_of_interest,real_estate_agency"
1728,,,,Properties completing this year,,,0,,ZERO_RESULTS,
1729,,,,Problems with Birds,,,0,,ZERO_RESULTS,
1730,,,,"Confused on monthly commitment 4 house loan, calc",,,0,,ZERO_RESULTS,
1731,,,,Looking for Sub-sale commercial property,,,0,,ZERO_RESULTS,
1732,,,,"New investment, new opportunities",,,0,,ZERO_RESULTS,
1733,APPROXIMATE,"Sungai Choh, 48200 Rawang, Selangor, Malaysia",ChIJGS2s2HNCzDERdvbDdTjMEPY,"Traffic towards Sungai Choh, Rawang",3.343516,101.5873729,10,48200,OK,"political,sublocality,sublocality_level_1"
1734,,,,The worst investor nightmare,,,0,,ZERO_RESULTS,
1735,ROOFTOP,"2, Jalan Dato' Onn 2, Bandar Dato Onn, 81100 Johor Bahru, Johor, Malaysia",ChIJJ3MW5ARu2jERye3pgyoib3k,Johor Iskandar - Bandar Dato Onn,1.5606318,103.7370762,1,81100,OK,"establishment,mosque,place_of_worship,point_of_interest"
1736,GEOMETRIC_CENTER,"Jalan Istiadat, 88400 Kota Kinabalu, Sabah, Malaysia",ChIJW_SH59VrOzIRYAyMCwJhPls, Pacifi Parade mega mall in KK Sabah,5.9902203,116.0930236,1,88400,OK,"establishment,lodging,point_of_interest,shopping_mall"
1737,ROOFTOP,"250 Bobby Jones Expy, Augusta, GA 30907, USA",ChIJSQvi6QPT-YgRG4m9ZqdOa3I,Electrolux Dryer,33.4875011,-82.0798868,1,30907,OK,"establishment,home_goods_store,point_of_interest,store"
1738,,,,New areas of interest,,,0,,ZERO_RESULTS,
1739,,,,Lawyer legal enquiry letter price,,,0,,ZERO_RESULTS,
1740,APPROXIMATE,"Alam Sanctuary @ Taman Alam Putra, 43400 Seri Kembangan, Selangor, Malaysia",ChIJi3_UOLe1zTERu5thFGpkucM,Alam Sanctuary,2.979302,101.6705678,3,43400,OK,"political,sublocality,sublocality_level_1"
1741,APPROXIMATE,"Bukit Gasing, Petaling Jaya, Selangor, Malaysia",ChIJl47UZ8xLzDERVMMUcjuE8WI,Bukit Gasing-like areas,3.100449,101.6540669,1,,OK,"political,sublocality,sublocality_level_1"
1742,,,,Investment while young,,,0,,ZERO_RESULTS,
1743,APPROXIMATE,"Taman Kinrara, 47180 Puchong, Selangor, Malaysia",ChIJC4_OYQ9LzDER2k1Liq3ELxU,WTS Taman Kinrara Single Story Link House,3.066986,101.6498549,1,47180,OK,"political,sublocality,sublocality_level_1"
1744,GEOMETRIC_CENTER,"PD Waterfront City, 71000 Port Dickson, Negeri Sembilan, Malaysia",ChIJQ9hnb37xzTER0lEiJYEexf8,PD Waterfront Serviced Apartment,2.520787,101.800054,1,71000,OK,"bar,establishment,food,grocery_or_supermarket,lodging,park,point_of_interest,restaurant,store,supermarket,tourist_attraction"
1745,,,,Moving House - Lorry,,,0,,ZERO_RESULTS,
1746,,,,defect liability period related issue,,,0,,ZERO_RESULTS,
1747,,,,"Bungalow for Kindergarden, Orphanage，Oldfolks Home",,,0,,ZERO_RESULTS,
1748,,,,Invest in under construction or completed property,,,0,,ZERO_RESULTS,
1749,GEOMETRIC_CENTER,"Taman Puncak Saujana Seksyen 6, 43000 Kajang, Selangor, Malaysia",ChIJA24ueLzMzTERCAlsmKK0WQo,Kajang City Heights Apartment for sell,3.0180391,101.8125364,1,43000,OK,"establishment,point_of_interest"
1750,,,,wrong section,,,0,,ZERO_RESULTS,
1751,ROOFTOP,"12a, Jalan Abadi 1/5, Kampung Pulau Meranti, 47100 Puchong, Selangor, Malaysia",ChIJr7eULxG0zTER9sB_tZk-zUc,Abadi Heights Puchong,2.9711519,101.6346881,1,47100,OK,"establishment,point_of_interest"
1752,APPROXIMATE,"Sentul, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJZYfNNd1HzDERWCLEjeGeACY,sentul prime,3.2066139,101.6820313,1,,OK,"political,sublocality,sublocality_level_1"
1753,ROOFTOP,"No. 7, Jalan Jalil Perwira 2, Bukit Jalil, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJFeaitwdLzDERh702Xtj0iec,Casa Green show unit preview,3.0643643,101.664205,1,58200,OK,"establishment,point_of_interest,real_estate_agency"
1754,GEOMETRIC_CENTER,"Jalan Puchong, Bandar Puchong Utama, 47100 Puchong, Selangor, Malaysia",ChIJZ9Tu3oO0zTER8ICuEYJBU8A,ZEN RESIDENCE...any review,3.0012333,101.6201019,1,47100,OK,"establishment,point_of_interest"
1755,APPROXIMATE,"Bandar Parklands, 42000 Klang, Selangor, Malaysia",ChIJi4fhSj6szTEREqAz9Wg-_n4,Bandar Parkland -C6 Gardia ,2.974612,101.4582179,1,42000,OK,"political,sublocality,sublocality_level_1"
1756,,,,Tenancy Agreement for Room Rental Only,,,0,,ZERO_RESULTS,
1757,ROOFTOP,"1, Jalan Cemur, Titiwangsa Sentral, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJDy2Fiv1JzDERLIxcx2Dgmmk,I went to Titiwangsa Sentral,3.1711823,101.6964574,1,50400,OK,"establishment,point_of_interest"
1758,APPROXIMATE,"Subang Jaya, Selangor, Malaysia",ChIJFY7sEdBMzDER0-cmAvfz-Us,Is it still worth to invest in Subang Jaya,3.0567333,101.5851192,1,,OK,"locality,political"
1759,APPROXIMATE,"Solaris Dutamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJI_BRGV5IzDERoPAiqX51g4E,Solaris dutamas,3.170903,101.6660549,1,50480,OK,"political,sublocality,sublocality_level_1"
1760,,,,Questions on Sale before VP,,,0,,ZERO_RESULTS,
1761,,,,Research on Property Investment,,,0,,ZERO_RESULTS,
1762,APPROXIMATE,"Cheras, Selangor, Malaysia",ChIJM6mfOuk0zDERyVOiqPElqs0,Cheras Property 400k & below,3.068518,101.7704228,1,,OK,"locality,political"
1763,,,,Potential Property For Investment,,,0,,ZERO_RESULTS,
1764,,,,Transfer car park title,,,0,,ZERO_RESULTS,
1765,GEOMETRIC_CENTER,"27, Jalan Timur 6 / 1A, Mercato@Enstek, Bandar Baru Enstek, 71760 Bandar Enstek, Negeri Sembilan, Malaysia",ChIJ9UpzmbrBzTERt9kznw4-uyY,"Cafe Spot @ Bandar Enstek, Sepang",2.7475428,101.764319,1,71760,OK,"cafe,establishment,food,point_of_interest"
1766,,,,"Can i ""take"" more money",,,0,,ZERO_RESULTS,
1767,APPROXIMATE,"Subang Jaya, Selangor, Malaysia",ChIJFY7sEdBMzDER0-cmAvfz-Us,Subang or PJ Area landed properties,3.0567333,101.5851192,1,,OK,"locality,political"
1768,ROOFTOP,"46 Marion Ave # 7, Saratoga Springs, NY 12866, USA",ChIJSz3w6Nc53okR0PD_uR9NCX8,"CURTAINS, BLINDS, CARPETS",43.0913224,-73.7710902,1,12866,OK,"establishment,general_contractor,home_goods_store,point_of_interest,store"
1769,,,,WTA> Opinion needed about 2nd propreties,,,0,,ZERO_RESULTS,
1770,,,,looking for 2 story Terrace Link House,,,0,,ZERO_RESULTS,
1771,GEOMETRIC_CENTER,"Jalan Pinggiran, Jalan Taman Mas, 47130 Puchong, Selangor, Malaysia",ChIJcUGGErezzTER8j4Zg501_0E,D'Aman Residence Condominium,2.9757414,101.5766492,1,47130,OK,"establishment,point_of_interest"
1772,ROOFTOP,"900 Pacific Ave, Virginia Beach, VA 23451, USA",ChIJQ17gGv3puokRZkKgsBbEfOg,WTT ransfer) Pacific Place Block C,36.8376673,-75.97317369999999,1,23451,OK,"establishment,point_of_interest"
1773,GEOMETRIC_CENTER,"SJ 231 BP Newtown Apartment, Jalan BP 7/16, Bandar Bukit, 47100 Puchong, Selangor, Malaysia",ChIJKVfriHm0zTERpGNCughkYX8,Puchong BP New Town,2.987006,101.62122,1,47100,OK,"establishment,point_of_interest,transit_station"
1774,ROOFTOP,"Level, 5, Jalan Lapangan Terbang Subang, Saujana, 40150 Shah Alam, Selangor, Malaysia",ChIJhR4DqShMzDERAN3xhY1eEz8,Nova Saujana,3.1089242,101.5814381,2,40150,OK,"establishment,gym,health,point_of_interest"
1775,,,,Lock in penalty,,,0,,ZERO_RESULTS,
1776,ROOFTOP,"20, Lingkungan Alam Damai, Alam Damai, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJc8usHAY1zDERAtYo49Awcq0,Property to sell - Alam Damai,3.0679923,101.7413216,1,56000,OK,"establishment,general_contractor,point_of_interest"
1777,GEOMETRIC_CENTER,"Jalan Setia Balakong, Taman Setia Balakong, 43300 Seri Kembangan, Selangor, Malaysia",ChIJB3PRLd7KzTERHv2_izyalvU,new apartment balakong,3.015084,101.7476168,1,43300,OK,"establishment,point_of_interest"
