thread_name,username,post_content,posted_at
Elmina by Sime Darby v2,khen911,"Any Sime Darby member here? Please pm me, need you as referrer, profit sharing","Mar 9 2018, 09:23 AM"
Elmina by Sime Darby v2,Onn36,i m member,"Mar 9 2018, 10:14 AM"
Elmina by Sime Darby v2,hiryuu,I’m wondering the same too...,"Mar 9 2018, 11:21 AM"
Elmina by Sime Darby v2,easywin3,"Don't you think those are painted pictures ? PS version if you look into color details of road & roof, etc","Mar 9 2018, 06:36 PM"
Elmina by Sime Darby v2,tzuen,"Same thing here, received 2 separated mails from SD. Nothing is reflected from the bank yet, maybe soon.","Mar 11 2018, 03:36 PM"
Elmina by Sime Darby v2,timottt2000,"Does anyone know which internet provider will be available for Elmina residences (Valley,Green,etc) ?","Mar 12 2018, 07:40 PM"
Elmina by Sime Darby v2,hiryuu,I doubt the pictures are edited...,"Mar 13 2018, 01:07 AM"
Elmina by Sime Darby v2,khen911,"Checked Times plan, it is available in Elmina West. So should be covered","Mar 13 2018, 01:09 AM"
Elmina by Sime Darby v2,easywin3,See this :,"Mar 13 2018, 01:09 AM"
Elmina by Sime Darby v2,hiryuu,"The ones you put in boxes are showing they’re in different sizes? If so, I guess it’s meant to be different based on the rest - like one big pillar then small pillar...","Mar 13 2018, 01:49 AM"
Elmina by Sime Darby v2,8sg9ft,What's weird about those?,"Mar 13 2018, 02:22 PM"
Elmina by Sime Darby v2,corboylee,"lol why would they want to edit? and if they do, they should have make the whole place nicer.. now looks abit boring.. haha","Mar 13 2018, 02:24 PM"
Elmina by Sime Darby v2,lemina,please get a drone and verify it,"Mar 13 2018, 06:26 PM"
Elmina by Sime Darby v2,easywin3,White color on top surface and side surface looks different.,"Mar 13 2018, 09:59 PM"
Elmina by Sime Darby v2,easywin3,White color on top surface and side surface looks different.,"Mar 14 2018, 01:54 AM"
Elmina by Sime Darby v2,easywin3,White color on top surface and side surface looks different.,"Mar 14 2018, 09:33 AM"
Elmina by Sime Darby v2,easywin3,White color on top surface and side surface looks different.Of course houses are real.,"Mar 14 2018, 09:34 AM"
Elmina by Sime Darby v2,8sg9ft,Honestly i dont see anything wrong with the picture. The letterbox/electric meter/refuse chamber is usually painted (white or otherwise) all around even on the top surface while the top surface of the flat roof for the porch usually has a waterproofing layer and not painted. So it’s not unusual what is in the pic. Only thing unusual i see is some of the porch flat roof surface is darker than others,"Mar 15 2018, 04:20 PM"
Elmina by Sime Darby v2,easywin3,"4th row from flats, http://aeropod.myprism.biz/aero360/sdp/ev/EV2/, is the gate color for the 2 units normal ? you can view it using Windows Magnifier.If look at color in Jan/2018 pictures, this is real, http://aeropod.myprism.biz/aero360/sdp/ev/201801/EV2/","Mar 15 2018, 04:36 PM"
Elmina by Sime Darby v2,hiryuu,That’s the reflection from the sun I suppose... it’s 360 wide angle so expect some distortion at certain angle,"Mar 15 2018, 04:48 PM"
Elmina by Sime Darby v2,8sg9ft,Dont see anything wrong either. Lol,"Mar 15 2018, 04:57 PM"
Elmina by Sime Darby v2,fadzlie,"honestly, i don't think they edit much on the picture. maybe the image distorted a bit, which is expected from a 360degree view. At most, maybe they enhance the color a bit. nothing more than that.","Mar 15 2018, 04:58 PM"
Elmina by Sime Darby v2,melody417,Elmina valley 1 and 2 look like well progressing !,"Mar 16 2018, 08:37 AM"
Elmina by Sime Darby v2,timottt2000,"Just curious, what point are you trying to make regarding this observation?","Mar 16 2018, 09:17 AM"
Elmina by Sime Darby v2,easywin3,I am one of EV2 buyer. I just want to point out that Feb2018 pictures are edited as compare to Jan2018 version.This is a discussion and sharing forum for EV project.,"Mar 16 2018, 09:56 AM"
Elmina by Sime Darby v2,timottt2000,"I see, ok. And why would you think that they would want to edit the pictures?","Mar 17 2018, 01:35 AM"
Elmina by Sime Darby v2,hiryuu,You should be getting your keys soon right?,"Mar 17 2018, 01:49 AM"
Elmina by Sime Darby v2,easywin3,Back to previous topic before you ask your question : do you think they edit the picture at least with color changed ?,"Mar 17 2018, 02:10 AM"
Elmina by Sime Darby v2,easywin3,"Yes, VP is expected in Apr/May","Mar 17 2018, 04:31 AM"
Elmina by Sime Darby v2,timottt2000,"I'm just curious to know: Is there any issue if let's say the picture was really edited? Meaning, if the pictures were edited, how would that make you feel?","Mar 17 2018, 12:49 PM"
Elmina by Sime Darby v2,swn525,"EV2 is almost ready, if really curious about it, go there take a looklast time i did share EV2 photoshttps://forum.lowyat.net/index.php?act=ST&f...post&p=87761922but the car porch a bit high, want me take selfie stick to capture some photo?? haha","Mar 17 2018, 02:45 PM"
Elmina by Sime Darby v2,easywin3,"Thanks for curious although you avoid to answer my question.As a buyer I prefer to see real thing, doesn't matter if it's not ready or ugly.","Mar 17 2018, 03:35 PM"
Elmina by Sime Darby v2,timottt2000,Ok.,"Mar 17 2018, 03:37 PM"
Elmina by Sime Darby v2,calcium206,Any idea when EV1 handing over keys?,"Mar 18 2018, 09:50 PM"
Elmina by Sime Darby v2,rekrazie,Looks like there is no entrance nearby Denai Alam for DASH ExpresswaysIALl2Q6y6s,"Mar 18 2018, 10:11 PM"
Elmina by Sime Darby v2,tzuen,"As i mentioned earlier, here's the chance for you to get with better offer.For more info:https://www.simedarbyproperty.com/campaign/...content=promo_1","Mar 18 2018, 10:26 PM"
Elmina by Sime Darby v2,elmond,"that the DASH original plan, however SDproperty did plan for future entry exit near to the denai alam tol","Mar 18 2018, 10:33 PM"
Elmina by Sime Darby v2,BRE,Wats d rebate 4 elmina? Up 2 8% so can b 2%-3% oni😐,"Mar 19 2018, 12:22 AM"
Elmina by Sime Darby v2,hiryuu,Woot! Got intro rebate? Who wants can pm me... lol we can split 50-50,"Mar 19 2018, 01:37 AM"
Elmina by Sime Darby v2,Farhan Matic,"Clear stated on the video they have Plaza Tol Denai Alam (watch video on 3:15 minutes) even speaker not mentioned it. Elmina Peak now have Palm Plantation btw road from second bigger roundabout through Elmina Valley 4 and 5 on progress to connect the Dash, this toll will use by those using Alam Suria Interchange.If SDP not build the entrance to Denai Alam Toll Plaza, I think Denai residences better to use Denai Alam Interchange to avoid toll charge at Denai Alam Plaza Toll so Denai residence have option if they want travel direct to KL they will start to pay the toll only from Plaza Tol RRIM (near RRIM Interchange).","Mar 19 2018, 01:41 AM"
Elmina by Sime Darby v2,elmond,"you are wrong, those paid denai alam tol, actually no need pay rrim tol.its design such way to reduce tol as max two only until penchala and redice the traffic interrupt for end to end connection due to many entry exit)you can observe the design at minute 4:00 (subang airport interchange), there are a center zone that dedicated for denai alam tol (access from puncak perdana, alam sutera or future elmina)all cars after denai alam tol will need to paid rrim tol, (access from denai alam, GCE, kampung subang, subang 2, airport road, subang bestari, kwasa)the last tol (cant recall the name) is compulsory for all cars","Mar 19 2018, 03:50 AM"
Elmina by Sime Darby v2,Victor3010,That part of the highway will be between 10lanes to 12lanes wide then... around 3km long.. something like SMART tunnel toll collection at Jalan Sungai Besi,"Mar 19 2018, 09:37 AM"
Elmina by Sime Darby v2,Jasontee,"Based on video there have no direct access from Denai Alam interchange to pencala Link direction, we have to go kampung melayu subang there. But I called Prolintas to confirm that SDP and Prolintas will add the access to Pencala link direction in Denail Alam Interchange.I hope Prolintas staff not ""cincai cincai"" said only. Haha...Because with this access we can save time to Elmina without traffic light from pencala Link.","Mar 19 2018, 09:47 AM"
Elmina by Sime Darby v2,Farhan Matic,"Are sure?? Hopefully you're rite and my uncle (as consultant engineering for package B for Kota Damansara area to Penchala (package A from Puncak Perdana to RRIM)) is wrong. Might be my uncle not get clear picture for the whole system like toll payment system since this payment toll system just reconfirm after project completed (based on FAQ).I hope you're rite no want to pay more toll, unfortunately minute 4:30 disturbed me look carefully where is the potential location to bulid-up the RRIM Toll Plaza.","Mar 19 2018, 09:48 AM"
Elmina by Sime Darby v2,Balwin168,Any brothers here can advise what is the CNY rebate for EV2 ?,"Mar 19 2018, 11:00 AM"
Elmina by Sime Darby v2,elmond,"you are most welcome,i might wrong too, i studied it with the initial design documentation, the design might been changed due to MLFF enforcement (https://en.wikipedia.org/wiki/Multi-lane_free_flow_in_Malaysia)","Mar 19 2018, 11:11 AM"
Elmina by Sime Darby v2,hiryuu,"I was told free MOT,SPA and 10k rebate","Mar 19 2018, 11:24 AM"
Elmina by Sime Darby v2,hiryuu,Any EV1 owners gotten their keys?,"Mar 19 2018, 11:24 AM"
Elmina by Sime Darby v2,fadzlie,not yet. should be by end of this month or next month.,"Mar 19 2018, 11:45 AM"
Elmina by Sime Darby v2,WahBiang,Still need 10% dp??havent sold out?? Selling price went up?,"Mar 19 2018, 11:51 AM"
Elmina by Sime Darby v2,hiryuu,I’m not sure about that bro...,"Mar 19 2018, 02:56 PM"
Elmina by Sime Darby v2,aaron1717,alot of phases in elmina here... it depends on which phase u talking about though... and SDB not rush to sell it all out... the land holding or prop holding cost is peanuts for them... lol,"Mar 19 2018, 02:59 PM"
Elmina by Sime Darby v2,Izzy123,"I hope they can keep their promise, the only thing I consider Elmina is because of this Dash highway. Easy accessible to and from PJ.","Mar 19 2018, 03:00 PM"
Elmina by Sime Darby v2,silentkiller114,anyone using goverment loan ? when can we claim back the 10% deposit?,"Mar 19 2018, 03:02 PM"
Elmina by Sime Darby v2,hiryuu,Does anyone know the show unit for EV3 is open to public or not? Or still via appointment?,"Mar 19 2018, 03:05 PM"
Elmina by Sime Darby v2,tzuen,"Via appointment, all you need is jut call your SA that you going to view the show room","Mar 19 2018, 03:07 PM"
Elmina by Sime Darby v2,tzuen,"Morning,manage to sneaked in like a Russian spy, but get caught in the end. Here are some of the close up pictures.","Mar 19 2018, 03:09 PM"
Elmina by Sime Darby v2,elmond,is the fence between the iwk?,"Mar 19 2018, 03:14 PM"
Elmina by Sime Darby v2,jiwabesar,"Hi tzuen,Tq for great sharing. Fencing just between ev3 housing area and temple or the whole ev3 housing area?","Mar 19 2018, 03:24 PM"
Elmina by Sime Darby v2,tzuen,"Sorry, what is iwk?Should be the whole EV3, cause it's not completed yet. still WIP.","Mar 19 2018, 03:28 PM"
Elmina by Sime Darby v2,swn525,"STP under IWK, just beside valley 1STP = Sewage Treatment PlantIWK = Indah Water Konsortium","Mar 19 2018, 04:02 PM"
Elmina by Sime Darby v2,tzuen,"I see, well I hope it's cover the entire EV3","Mar 19 2018, 04:34 PM"
Elmina by Sime Darby v2,hiryuu,"But when you took the picture, where’s this fence located?Kinda interesting looking fence we’re going to have","Mar 20 2018, 09:57 AM"
Elmina by Sime Darby v2,tzuen,"the fence located in between the temple and EV3, hope they going to build this along EV3 border","Mar 20 2018, 10:08 AM"
Elmina by Sime Darby v2,hiryuu,Wow.. seems like it’s made exclusively for ev3... lol,"Mar 20 2018, 10:44 AM"
Elmina by Sime Darby v2,pjol,I saw the signboard to guide to the show unit before the temp entrance. and the entrance gate was left open. there's also another signboard near the roundabout.I assume the show unit is ready for walk-in visit,"Mar 20 2018, 11:20 AM"
Elmina by Sime Darby v2,tzuen,"Yeap, saw that as well, did you went in?I were there around 9.30AM. Unfortunately the showroom is lock and there isn't any security guards or person in charge for the showroom.","Mar 20 2018, 11:23 AM"
Elmina by Sime Darby v2,Croner,"I'm considering this one also, will it have flood problem in the future? The location it's perfect for my working distance","Mar 20 2018, 12:02 PM"
Elmina by Sime Darby v2,aaron1717,ambik aje... if its perfect for u to travel to work everyday... and its a nice landed township.... the only con is lack of commercial activities... otherwise its alright for own stay....,"Mar 20 2018, 05:16 PM"
Elmina by Sime Darby v2,swn525,"agree, the commercial land did clear long time, but no launching at all","Mar 22 2018, 03:44 PM"
Elmina by Sime Darby v2,aaron1717,sime darby pattern... commercial come very very last part of the development after population stays in... haha,"Mar 22 2018, 03:49 PM"
Elmina by Sime Darby v2,swn525,"yup, but without commercial area, population how to go up","Mar 22 2018, 03:51 PM"
Elmina by Sime Darby v2,aaron1717,just like ara damansara... it will come to this stage eventually... be patience...,"Mar 22 2018, 03:56 PM"
Elmina by Sime Darby v2,Croner,"Won't have flooding problem?I called them, 890k unit all sold left corner house 1milNew one Elmina valley 4 nearly 800k coming up next year.Problem is i only got my cash for double payment around june...","Mar 22 2018, 04:00 PM"
Elmina by Sime Darby v2,Croner,Fuck la all sold out 790k and 890k. Only left 1mil above how to buy,"Mar 22 2018, 04:01 PM"
Elmina by Sime Darby v2,aaron1717,got famous of flood problem meh here... even used to have flood also probably due to development around the area... not the true natural state of the location... buying house is like that one... maybe u wait for loan rejected unit.... sure ada one... or the EV4 lo... since ur budget is around there also.... dont geram... sometimes it all about timing...,"Mar 22 2018, 04:05 PM"
Elmina by Sime Darby v2,swn525,or maybe wait for elmina green 2 ?,"Mar 22 2018, 04:08 PM"
Elmina by Sime Darby v2,Croner,Dunno leh the sales person who serve me no patience for first buyer. Simple question bigger or smaller ask me go see brochure.Tell me all sold out but never tell me any future or rising project for elmina 700-800k one.Right now got one delai alam dunno where also,"Mar 22 2018, 04:16 PM"
Elmina by Sime Darby v2,Izzy123,"Agreed, should build the commercial at the same time to attract more buyer. Some people do consider nearby amenities as well.","Mar 22 2018, 04:27 PM"
Elmina by Sime Darby v2,aaron1717,denai alam is nearer to the cities than elmina... its still part of elmina... u can consider them as the earliest phase of elmina... haha.... i think they have some landed around the price u looking at... not sure sold out already or not...,"Mar 22 2018, 04:34 PM"
Elmina by Sime Darby v2,urb7,Still no news on Elmina West? Anyone can update if the infrastructure work on the West side?,"Mar 22 2018, 05:19 PM"
Elmina by Sime Darby v2,Croner,I see.. am i early if i only able to make down payment by June?This project don't have any discount of whatever benefit for first time buyer hor?Usually the bank can make 100 or 90% loan for first time buyer or not?If 1mil house my minimum income must 10k is it?,"Mar 22 2018, 05:34 PM"
Elmina by Sime Darby v2,swn525,"if not wrong, elmina valley 1,2,3,4 which are under elmina west, and did launch long time ago, some are almost VP","Mar 22 2018, 05:41 PM"
Elmina by Sime Darby v2,swn525,"i need a cinema & supermarket, haha","Mar 23 2018, 09:50 AM"
Elmina by Sime Darby v2,urb7,"Sorry, was referring to E&O's Elmina.","Mar 23 2018, 01:06 PM"
Elmina by Sime Darby v2,aaron1717,i think will got loan rejection unit or cancelled unit gua... but really up to your luck by that time... the best time to buy is upon when they launch... for now i think they still have unit for choosing... not sure about 3 months later...i think first time buyer buying property below 500k only gt certain benefit from government like mydeposit etc... they sure have discount... nowadays developer dont give discount... project tak boleh jalan unless the location is super fantastic and the price is low enough... 100% loan for first house buyer also below 500k if not mistaken... and the interest rate is higher...safest income is 5 digit income la... because ur loan commitment one month also 5k liao... haha... left 5k for you sendiri to spend only....,"Mar 23 2018, 01:32 PM"
Elmina by Sime Darby v2,hiryuu,Which EV are you looking at? Last i saw my row EV3 still got plenty of units.. maybe sold out after CNY promo,"Mar 23 2018, 02:45 PM"
Elmina by Sime Darby v2,swn525,"CNY promotionhttps://www.simedarbyproperty.com/campaign/...noaAq2FEALw_wcBfrom now until 31st March with booking fees as low as RM5,000* and rebates up to 8%* on selected Sime Darby Properties. You can also enjoy introducer rewards of up to RM38,000* for recommending our properties this season.refer to the link, elmina valley 1,2,3,4 is under this promotion","Mar 23 2018, 04:18 PM"
Elmina by Sime Darby v2,tzuen,"Updated list that I received from my SA, November 2017","Mar 24 2018, 12:31 PM"
Elmina by Sime Darby v2,corboylee,elmina is guarantee flood free for 100yrs,"Mar 26 2018, 11:29 AM"
Elmina by Sime Darby v2,hiryuu,Lol... mine is still not marked as sold,"Mar 27 2018, 04:37 PM"
Elmina by Sime Darby v2,BRE,How many % rebate 4 ev n eg?,"Mar 27 2018, 05:05 PM"
Elmina by Sime Darby v2,Croner,Thanks for the answer bro. Maybe I'll just wait 2 months patiently.How's this one compare to putra height ah?,"Mar 27 2018, 05:10 PM"
Elmina by Sime Darby v2,qwerty223,I wonder wtf is a monthly 5k buyer worrying about paying loan. some guru is really out of touch.,"Mar 27 2018, 05:11 PM"
Elmina by Sime Darby v2,aaron1717,putra height have more commercial activities than here... but there no more new launching liao bukan...? even have also wont be at the same price of elmina... they have lrt accessibility... elmina tak ada.... the lrt will put a premium on the new launching pricing... haha....,"Mar 27 2018, 05:16 PM"
Elmina by Sime Darby v2,elmond,"if you prefer elmina, subsale or the march batch (elmina green or denai alam) will be your only choice.","Mar 27 2018, 05:20 PM"
Elmina by Sime Darby v2,Croner,But i see putra height very cheap only 600k also got,"Mar 27 2018, 05:49 PM"
Elmina by Sime Darby v2,aaron1717,new launches or subsales? if u are okay with subsales... then putra height is a slight better place to stay due to the commercial activities and lrt connectivity,"Mar 27 2018, 05:49 PM"
Elmina by Sime Darby v2,Croner,"Dunno leh, property guru a lot 600-800k there","Mar 27 2018, 05:58 PM"
Elmina by Sime Darby v2,Croner,Thanks! I decide again on may,"Mar 27 2018, 06:01 PM"
Elmina by Sime Darby v2,aaron1717,all subsales... i dont think there gt new launches at those pricing u want.... subsales need prepare 10% downpayment + MOT + legal fees and etc all in cash term....,"Mar 27 2018, 09:10 PM"
Elmina by Sime Darby v2,swn525,"better go buy on the launch day,experience in green 1, 70% sold at the launch day","Mar 27 2018, 09:20 PM"
Elmina by Sime Darby v2,s-one,why i still not received surat cukai tanah for elmina valley 2?,"Mar 27 2018, 09:27 PM"
Elmina by Sime Darby v2,BRE,Bro u so impatient 1 2 contribute 2 sgor govt coffers😆quit rent can wait till may 2 pay so still got time,"Mar 27 2018, 09:34 PM"
Elmina by Sime Darby v2,Croner,I see. Monthly income 8k plus enough to cover 800k+ landed property?,"Mar 27 2018, 09:53 PM"
Elmina by Sime Darby v2,aaron1717,enough geh... nett income 8k geh wa... if u have no other commitment... u still gt 4k to spend... haha,"Mar 27 2018, 11:53 PM"
Elmina by Sime Darby v2,Croner,Nett income only 7k.No other commitments. Bank.will approve loan? I heard nowadays bank only give 70%,"Mar 27 2018, 11:54 PM"
Elmina by Sime Darby v2,aaron1717,see your credit record one la... not only about commitment... your repayment pattern also important... whr gt nowadays give 70%... my frens who bought hse last year... all also get 90% loan... if everything is perfect... sure approve one... whether 3k is enough for u to spend or not is another matter...,"Mar 28 2018, 12:06 AM"
Elmina by Sime Darby v2,swn525,"i think i know what is your questionnormally bank will calculate 70%~90%(depend bank) of your net income(after epf, pcb socso) as maximum commitmentif 8000 is your net income, 70% = 5600maximum commitment = current installment related to bank, example car, personal loan. + the house installment you going to buyexample you current car installment RM1500, personal loan RM1000, + house installment 3600, total 6100then bank may reject you, because your maximum commitment is 5600, at this time, you may increase your down payment, then your house installment may drop from 3600 to 3000, total commitment become 5500, then your loan high chance will approve.hope this is your question & understand my poor english, hehe","Mar 28 2018, 03:20 PM"
Elmina by Sime Darby v2,Croner,Thanks bro!,"Mar 28 2018, 05:35 PM"
Elmina by Sime Darby v2,flyingrobot,"Most banks have home loan calculator to calculate eligibility. There are other factors that the bank will consider as well, such as repayment pattern, etc.http://www.maybank2u.com.my/WebBank/M2UHom...Calculator.htmlhttps://www.rhbgroup.com/products-and-servi...flexi-home-loanGood luck!","Mar 29 2018, 08:58 AM"
Elmina by Sime Darby v2,calcium206,Just received my letter for delivery of VP for elmina valley phase 1. Also stated theres maintainance charges of rm206. Anyone knows if this is monthly or just one off?,"Mar 29 2018, 12:20 PM"
Elmina by Sime Darby v2,redalert,"bro..i think ur consideration of buying time to me consider as quite late...EV1 sold out within 1 day after lauching...EV2 also within 1 day sold out except type B...EV3 now got problem to sell since some of the people concern about the temple, maybe...EV4 also sold out within three weeks after lauching....then now only u are considering...then definitely no more available units lolsure end or corner units left...but then, if you can go around, u can see the banner ""developer unit""...maybe u can contact them...","Mar 29 2018, 01:28 PM"
Elmina by Sime Darby v2,easywin3,"Congras !Does it stated how many months for this amount ?With F&G definitely there is a monthly fee, developer will manage it until hands over to RA.","Mar 29 2018, 05:37 PM"
Elmina by Sime Darby v2,Don Shady,as per security agreement there is no charge and will be under SD for 1 or 2 years if im not mistaken..need to check back your security agreement..,"Mar 29 2018, 05:53 PM"
Elmina by Sime Darby v2,BaRT,"guys, how much the price for elmina valley intermediate unit size 22' and size 24'?","Mar 29 2018, 06:18 PM"
Elmina by Sime Darby v2,BaRT,"he still got a chance, just keep in touch with SA.My friend just bought a new unit EV2 last september. Type A intermediate unit.Direct from SD, selling price at 688K with same discount, free mot etc, + merdeka promo & get cash back 10k summore.That unit was open coz previous buyer got problem with loan/bank.During that time, EV1 also got 1 unit left, same scenario but already got people Q to buy it.BUt now I guess EV1 & EV2 totally sold out.So maybe EV4 still got a chance la, EV3 still available if u dont mind with temple.","Mar 29 2018, 06:40 PM"
Elmina by Sime Darby v2,hiryuu,"When i wanna place my booking, units facing the temple also were fully booked. But there are still few more","Mar 29 2018, 07:31 PM"
Elmina by Sime Darby v2,1zR4eL,where to get this info?,"Mar 29 2018, 10:39 PM"
Elmina by Sime Darby v2,easywin3,https://www.simedarbyproperty.com/city-of-elmina,"Mar 30 2018, 09:00 AM"
Elmina by Sime Darby v2,1zR4eL,weird i didnt see any upcoming launches from the link,"Mar 30 2018, 10:08 AM"
Elmina by Sime Darby v2,BaRT,How much the price?,"Mar 30 2018, 05:34 PM"
Elmina by Sime Darby v2,hiryuu,I was there at the sales gallery coz my parents wanted to see the show unit. Still got few more left. I did not asked how much but CNY promo still there... can pm me for referal fee 😬,"Mar 31 2018, 04:46 PM"
Elmina by Sime Darby v2,Croner,I can only buy at May...now no money for downpayment.What's developer unit?,"Apr 1 2018, 04:16 PM"
Elmina by Sime Darby v2,keithchen99,"I saw someone write elmina is 100% flood guarantee. sorry for my bad knowledge. what does it means?I bought ev2, just notice this group. nice to meet you all.","Apr 2 2018, 08:13 AM"
Elmina by Sime Darby v2,corboylee,basically this area got flood prevention plan.. if theres extreme flood.. the whole Central Park will be a flood catchment area - according to SDB la.. not proven yet..lol,"Apr 2 2018, 09:15 AM"
Elmina by Sime Darby v2,elmond,"refer to past post, its still might happen 1 flood in 1000 years or flood happen rate at 0.1% every yearhttps://forum.lowyat.net/index.php?showtopi...post&p=86295276","Apr 2 2018, 09:39 AM"
Elmina by Sime Darby v2,chewingun,"hey guys,I want to sell my EV phase 1 at price RM650K, my unit is good location. key will collect by next week.Please let me know if you interested to view the house. TQVM","Apr 2 2018, 11:24 AM"
Elmina by Sime Darby v2,rekrazie,Here is the sneak peek of EV3A 20x60,"Apr 2 2018, 11:35 AM"
Elmina by Sime Darby v2,BEANCOUNTER,Yr dream house ah?Intend to rip apart all floor tiles and replaced w yr own?,"Apr 2 2018, 11:44 AM"
Elmina by Sime Darby v2,sham ka,which row are umine first row. house no 2. ev3b. sebelah the very big corner lot there ...mine is facing hutan i guess ... sawit or somethg 😅,"Apr 2 2018, 11:52 AM"
Elmina by Sime Darby v2,elmond,"where got such area, point us in the map, you might forgot some undeveloped area in elmina.","Apr 2 2018, 11:53 AM"
Elmina by Sime Darby v2,sham ka,,"Apr 2 2018, 11:58 AM"
Elmina by Sime Darby v2,sham ka,as above posting 😊.am new here in this forum ... sorry...tunjuk ajar ku sifu 😊,"Apr 2 2018, 12:27 PM"
Elmina by Sime Darby v2,elmond,good view now but it might facing a main road after 10 years,"Apr 2 2018, 12:28 PM"
Elmina by Sime Darby v2,sham ka,.,"Apr 2 2018, 01:47 PM"
Elmina by Sime Darby v2,elmond,"your house is facing park, temple is not really near","Apr 2 2018, 02:51 PM"
Elmina by Sime Darby v2,hiryuu,"Mine is far from you bro...Yours is the unit with very nice views, uphill looking at the park... i envy you... haha","Apr 2 2018, 04:13 PM"
Elmina by Sime Darby v2,hiryuu,"Mine is far from you bro...Yours is the unit with very nice views, uphill looking at the park... i envy you... haha","Apr 2 2018, 04:44 PM"
Elmina by Sime Darby v2,sham ka,oh ya kai dont know ... when my husband bought that time i tak sempat to go there to choose.He quickly book coz at that time the previous lauch sold very fast. So grab whatever unit available.,"Apr 2 2018, 04:48 PM"
Elmina by Sime Darby v2,sham ka,,"Apr 2 2018, 05:00 PM"
Elmina by Sime Darby v2,hiryuu,"Oops, I should address you as ma’am then, not bro 🤭When i visited the showroom last weekend, the SA told us that they’re gonna build a tall wall for the units facing the temple. So, even if your unit is facing the temple, i guess you don’t have to worry much about it? I dunno, it depends on every individual... some mind, some doesn’t... i do, hence mine is way far from it... 😅Also, I hope they can build a nice mosque for Elmina, like the one in Bukit Jelutong or Ara Damansara","Apr 2 2018, 05:32 PM"
Elmina by Sime Darby v2,lancengchai84,why u want sell it? just asking only,"Apr 2 2018, 06:16 PM"
Elmina by Sime Darby v2,rookienyc,Any photo of actual unit for EV2 Type B1 B2? Wonder how it looks like when bedroom is facing the porch instead of living room,"Apr 2 2018, 10:22 PM"
Elmina by Sime Darby v2,BEANCOUNTER,Dun need to ask the obvious lah...U think u get an honest answer?,"Apr 2 2018, 10:52 PM"
Elmina by Sime Darby v2,papahandsome,Mine num 4 from that big corner house...,"Apr 3 2018, 05:57 AM"
Elmina by Sime Darby v2,alextyw85,I went to sales gallery today and SA told me there are no alarm and air con piping provided for Ferrea. Anyone can confirm ???,"Apr 3 2018, 10:33 AM"
Elmina by Sime Darby v2,Don Shady,Anyone can confirm wheter Elmina Phase 2A have aircond piping or not?,"Apr 3 2018, 10:35 AM"
Elmina by Sime Darby v2,rainman19,"I passed by elmina, seems like exisitng taman without fencing.Y developer don't build it?The guarded facilities is not there","Apr 3 2018, 03:47 PM"
Elmina by Sime Darby v2,rainman19,"I passed by elmina, the existing taman without fencing.Y the developer don't build it?The guarded facilities is not there","Apr 3 2018, 03:49 PM"
Elmina by Sime Darby v2,rainman19,"I passed by elmina, the existing taman without fencing.Y the developer don't build it?The guarded facilities is not there","Apr 3 2018, 03:51 PM"
Elmina by Sime Darby v2,hiryuu,"I asked the same question to one of the SA, he mentioned SD has 1 year after giving keys to build the guard house; which also stated in s&p","Apr 3 2018, 03:54 PM"
Elmina by Sime Darby v2,alextyw85,So SD will also build fencing within a year ?,"Apr 3 2018, 05:40 PM"
Elmina by Sime Darby v2,fadzlie,"MBSA rules stated that need 75% residents agreed to put up the fencing. So, needs residents to sign letter first before they can build fencing.","Apr 3 2018, 06:35 PM"
Elmina by Sime Darby v2,Farhan Matic,https://www.thestar.com.my/metro/community/...but-ras-say-it/,"Apr 3 2018, 06:41 PM"
Elmina by Sime Darby v2,BEANCOUNTER,Thanks for sharing the article.100% approval required for auto gate75% for manual.,"Apr 3 2018, 08:56 PM"
Elmina by Sime Darby v2,hiryuu,Let’s hope to achieve that. Who wouldn’t want the gate right 😅,"Apr 3 2018, 09:18 PM"
Elmina by Sime Darby v2,BEANCOUNTER,Do u guys sign dmc when purchased the property?If not....hard to achieve 70% and have an auto gate.Bcos thoae not staying might not want to pay extraGood luck.,"Apr 3 2018, 09:34 PM"
Elmina by Sime Darby v2,aaron1717,took one year plus for my phase to achieve 75%.... thats also luckily because alot of own stayers... if there are more investors in a phase... good luck and god bless liao....,"Apr 3 2018, 10:21 PM"
Elmina by Sime Darby v2,aaron1717,does elmina green have any direct access to guthrie highway? from the way i look at the project's possible main entrance... still quite a distance to guthrie... and during peak hours... pesiaran elmina to jalan paip to guthrie is god damn jam one....,"Apr 3 2018, 11:18 PM"
Elmina by Sime Darby v2,alextyw85,No fencing is allowed for individual title landed ???So is Elmina is a safe place to stay ?I don't think build a guardhouse with barrier is sufficient enough....,"Apr 3 2018, 11:19 PM"
Elmina by Sime Darby v2,elmond,"confirm no for near future, SD set 2035 as year to review the GCE connection.","Apr 4 2018, 09:04 AM"
Elmina by Sime Darby v2,wkchin29018,"Hi guys,I would want to sell my EV2 at price RM715k, My unit is good location & nice number. VP expected on next month Apr..Please let me know if you interested to view my unit. Thanks","Apr 4 2018, 10:32 AM"
Elmina by Sime Darby v2,aaron1717,wa bro... from citizen 2 see till elmina here already ka.... generally i saw a few phases of elmina already fenced up... so i think as long as there is enough approval... F&G is possible.... impossible to be restricted thoroughly....,"Apr 4 2018, 10:35 AM"
