,sentences,users,date,sentiment_score
2708,"white, color, surface, surface, look, different",easywin3,"Mar 14 2018, 09:33 AM",0.0
2709,"white, color, surface, surface, look, different, course, house, real",easywin3,"Mar 14 2018, 09:34 AM",0.0
2710,"honestly, wrong, picture, letterbox, electric, meter, refuse, chamber, usually, paint, surface, surface, flat, roof, porch, usually, waterproof, layer, paint, ’, unusual, pic, thing, unusual, porch, flat, roof, surface, dark",8sg9ft,"Mar 15 2018, 04:20 PM",-0.3182
2711,"4th, row, flat, http://aeropod.myprism.biz/aero360/sdp/ev/ev2/, gate, color, 2, unit, normal, view, use, windows, magnifier, look, color, jan/2018, pictures, real, http://aeropod.myprism.biz/aero360/sdp/ev/201801/ev2/",easywin3,"Mar 15 2018, 04:36 PM",0.0
2712,"’, reflection, sun, suppose, ..., ’, 360, wide, angle, expect, distortion, certain, angle",hiryuu,"Mar 15 2018, 04:48 PM",0.2732
2713,"wrong, lol",8sg9ft,"Mar 15 2018, 04:57 PM",-0.0772
2714,"honestly, think, edit, picture, maybe, image, distort, bit, expect, 360degree, view, maybe, enhance, color, bit",fadzlie,"Mar 15 2018, 04:58 PM",0.1779
2715,"elmina, valley, 1, 2, look, like, progressing",melody417,"Mar 16 2018, 08:37 AM",0.3612
2716,"curious, point, try, regard, observation",timottt2000,"Mar 16 2018, 09:17 AM",0.3182
2717,"ev2, buyer, want, point, feb2018, picture, edit, compare, jan2018, version, discussion, sharing, forum, ev, project",easywin3,"Mar 16 2018, 09:56 AM",0.4767
2718,"ok, think, want, edit, picture",timottt2000,"Mar 17 2018, 01:35 AM",0.3612
2719,"key, soon, right",hiryuu,"Mar 17 2018, 01:49 AM",0.0
2720,"previous, topic, ask, question, think, edit, picture, color, change",easywin3,"Mar 17 2018, 02:10 AM",0.0
2721,"yes, vp, expect, apr",easywin3,"Mar 17 2018, 04:31 AM",0.4019
2722,"curious, know, issue, let, picture, edit, meaning, picture, edit, feel",timottt2000,"Mar 17 2018, 12:49 PM",0.3182
2723,"ev2, ready, curious, looklast, time, share, ev2, photoshttps://forum.lowyat.net/index.php?act=st&f...post&p=87761922but, car, porch, bit, high, want, selfie, stick, capture, photo, haha",swn525,"Mar 17 2018, 02:45 PM",0.8519
2724,"thank, curious, avoid, answer, question, buyer, prefer, real, thing, matter, ready, ugly",easywin3,"Mar 17 2018, 03:35 PM",0.2263
2725,ok,timottt2000,"Mar 17 2018, 03:37 PM",0.296
2726,"idea, ev1, hand, key",calcium206,"Mar 18 2018, 09:50 PM",0.4939
2727,"look, like, entrance, nearby, denai, alam, dash, expresswaysiall2q6y6s",rekrazie,"Mar 18 2018, 10:11 PM",0.3612
2728,"mention, early, chance, offer, info, https://www.simedarbyproperty.com, campaign/, ..., content, promo_1",tzuen,"Mar 18 2018, 10:26 PM",0.25
2729,"dash, original, plan, sdproperty, plan, future, entry, exit, near, denai, alam, tol",elmond,"Mar 18 2018, 10:33 PM",0.3182
2730,"wat, d, rebate, 4, elmina, 2, 8, b, 2%-3, oni, 😐",BRE,"Mar 19 2018, 12:22 AM",0.0
2731,"woot, intro, rebate, want, pm, ..., lol, split, 50, 50",hiryuu,"Mar 19 2018, 01:37 AM",0.7096
2732,"clear, state, video, plaza, tol, denai, alam, speaker, mention, elmina, peak, palm, plantation, btw, road, second, big, roundabout, elmina, valley, 4, 5, progress, connect, dash, toll, use, use, alam, suria, interchange, sdp, build, entrance, denai, alam, toll, plaza, think, denai, residence, use, denai, alam, interchange, avoid, toll, charge, denai, alam, plaza, toll, denai, residence, option, want, travel, direct, kl, start, pay, toll, plaza, tol, rrim",Farhan Matic,"Mar 19 2018, 01:41 AM",0.4767
2733,"wrong, pay, denai, alam, tol, actually, need, pay, rrim, tol.it, design, way, reduce, tol, max, penchala, redice, traffic, interrupt, end, end, connection, entry, exit)you, observe, design, minute, 4:00, center, zone, dedicate, denai, alam, tol, car, denai, alam, tol, need, pay, rrim, tol, tol, compulsory, car",elmond,"Mar 19 2018, 03:50 AM",-0.7717
2734,"highway, 10lane, 12lane, wide, ..., 3, km, long, .., like, smart, tunnel, toll, collection, jalan, sungai, besi",Victor3010,"Mar 19 2018, 09:37 AM",0.6369
2735,"base, video, direct, access, denai, alam, interchange, pencala, link, direction, kampung, melayu, subang, prolintas, confirm, sdp, prolintas, add, access, pencala, link, direction, denail, alam, interchange, hope, prolintas, staff, cincai, cincai, haha, ..., access, save, time, elmina, traffic, light, pencala, link",Jasontee,"Mar 19 2018, 09:47 AM",0.8442
2736,"sure, hopefully, rite, uncle, wrong, uncle, clear, picture, system, like, toll, payment, system, payment, toll, system, reconfirm, project, complete, .i, hope, rite, want, pay, toll, unfortunately, minute, 4:30, disturb, look, carefully, potential, location, bulid, rrim, toll, plaza",Farhan Matic,"Mar 19 2018, 09:48 AM",0.6369
2737,"brother, advise, cny, rebate, ev2",Balwin168,"Mar 19 2018, 11:00 AM",0.0
2738,"welcome, wrong, study, initial, design, documentation, design, change, mlff, enforcement",elmond,"Mar 19 2018, 11:11 AM",-0.0258
2739,"tell, free, mot, spa, 10k, rebate",hiryuu,"Mar 19 2018, 11:24 AM",0.5106
2740,"ev1, owner, key",hiryuu,"Mar 19 2018, 11:24 AM",0.0
2741,"end, month, month",fadzlie,"Mar 19 2018, 11:45 AM",0.0
2742,"need, 10, dp??havent, sell, sell, price",WahBiang,"Mar 19 2018, 11:51 AM",0.0
2743,"sure, bro, ...",hiryuu,"Mar 19 2018, 02:56 PM",0.3182
2744,"alot, phase, elmina, ..., depend, phase, u, talk, ..., sdb, rush, sell, ..., land, holding, prop, hold, cost, peanut, ..., lol",aaron1717,"Mar 19 2018, 02:59 PM",0.4215
2745,"hope, promise, thing, consider, elmina, dash, highway, easy, accessible, pj",Izzy123,"Mar 19 2018, 03:00 PM",0.7964
2746,"use, goverment, loan, claim, 10, deposit",silentkiller114,"Mar 19 2018, 03:02 PM",0.0
2747,"know, unit, ev3, open, public, appointment",hiryuu,"Mar 19 2018, 03:05 PM",0.0
2748,"appointment, need, jut, sa, view, room",tzuen,"Mar 19 2018, 03:07 PM",0.0
2749,"morning, manage, sneak, like, russian, spy, catch, end, close, picture",tzuen,"Mar 19 2018, 03:09 PM",0.3612
2750,"fence, iwk",elmond,"Mar 19 2018, 03:14 PM",0.0
2751,"hi, tzuen, tq, great, sharing, fence, ev3, housing, area, temple, ev3, housing, area",jiwabesar,"Mar 19 2018, 03:24 PM",0.7845
2752,"sorry, iwk?should, ev3, cause, complete, wip",tzuen,"Mar 19 2018, 03:28 PM",-0.0772
2753,"stp, iwk, valley, 1stp, sewage, treatment, plantiwk, indah, water, konsortium",swn525,"Mar 19 2018, 04:02 PM",0.0
2754,"hope, cover, entire, ev3",tzuen,"Mar 19 2018, 04:34 PM",0.4404
2755,"picture, fence, located?kinda, interesting, look, fence",hiryuu,"Mar 20 2018, 09:57 AM",0.4019
2756,"fence, locate, temple, ev3, hope, build, ev3, border",tzuen,"Mar 20 2018, 10:08 AM",0.4404
2757,"wow, .., like, ’, exclusively, ev3, ..., lol",hiryuu,"Mar 20 2018, 10:44 AM",0.8442
2758,"signboard, guide, unit, temp, entrance, entrance, gate, leave, open, signboard, near, roundabout, assume, unit, ready, walk, visit",pjol,"Mar 20 2018, 11:20 AM",0.3182
2759,"yeap, in?i, 9.30am, unfortunately, showroom, lock, security, guard, person, charge, showroom",tzuen,"Mar 20 2018, 11:23 AM",0.0
2760,"consider, flood, problem, future, location, perfect, working, distance",Croner,"Mar 20 2018, 12:02 PM",0.25
2761,"ambik, aje, ..., perfect, u, travel, work, everyday, ..., nice, land, township, ...., con, lack, commercial, activity, ..., alright, stay, ....",aaron1717,"Mar 20 2018, 05:16 PM",0.7351
2762,"agree, commercial, land, clear, long, time, launch",swn525,"Mar 22 2018, 03:44 PM",0.6249
2763,"sime, darby, pattern, ..., commercial, come, development, population, stay, ..., haha",aaron1717,"Mar 22 2018, 03:49 PM",0.4588
2764,"yup, commercial, area, population",swn525,"Mar 22 2018, 03:51 PM",0.0
2765,"like, ara, damansara, ..., come, stage, eventually, ..., patience, ...",aaron1717,"Mar 22 2018, 03:56 PM",0.3612
2766,"flooding, problem?i, 890k, unit, sell, left, corner, house, 1milnew, elmina, valley, 4, nearly, 800k, come, year, problem, cash, double, payment, june, ...",Croner,"Mar 22 2018, 04:00 PM",-0.4019
2767,"fuck, la, sell, 790k, 890k, leave, 1mil, buy",Croner,"Mar 22 2018, 04:01 PM",-0.5719
2768,"famous, flood, problem, meh, ..., use, flood, probably, development, area, ..., true, natural, state, location, ..., buy, house, like, ..., maybe, u, wait, loan, reject, unit, ...., sure, ada, ..., ev4, lo, ..., ur, budget, ...., geram, ..., timing, ...",aaron1717,"Mar 22 2018, 04:05 PM",0.5267
2769,"maybe, wait, elmina, green, 2",swn525,"Mar 22 2018, 04:08 PM",0.0
2770,"dunno, leh, sale, person, serve, patience, buyer, simple, question, big, small, ask, brochure, tell, sell, tell, future, rise, project, elmina, 700, 800k, right, delai, alam, dunno",Croner,"Mar 22 2018, 04:16 PM",0.0
2771,"agreed, build, commercial, time, attract, buyer, people, consider, nearby, amenity",Izzy123,"Mar 22 2018, 04:27 PM",0.5574
2772,"denai, alam, nearer, city, elmina, ..., elmina, ..., u, consider, early, phase, elmina, ..., haha, ...., think, land, price, u, look, ..., sure, sell, ...",aaron1717,"Mar 22 2018, 04:34 PM",0.6486
2773,"news, elmina, west, update, infrastructure, work, west",urb7,"Mar 22 2018, 05:19 PM",0.0
2774,".., early, able, payment, june?this, project, discount, benefit, time, buyer, hor?usually, bank, 100, 90, loan, time, buyer, not?if, 1mil, house, minimum, income, 10k",Croner,"Mar 22 2018, 05:34 PM",0.5484
2775,"wrong, elmina, valley, 1,2,3,4, elmina, west, launch, long, time, ago, vp",swn525,"Mar 22 2018, 05:41 PM",-0.4767
2776,"need, cinema, supermarket, haha",swn525,"Mar 23 2018, 09:50 AM",0.4588
2777,"sorry, refer, e&o, elmina",urb7,"Mar 23 2018, 01:06 PM",-0.0772
2778,"think, got, loan, rejection, unit, cancel, unit, gua, ..., luck, time, ..., good, time, buy, launch, ..., think, unit, choose, ..., sure, 3, month, later, ..., think, time, buyer, buying, property, 500k, gt, certain, benefit, government, like, mydeposit, etc, ..., sure, discount, ..., nowadays, developer, discount, ..., project, tak, boleh, jalan, location, super, fantastic, price, low, ..., 100, loan, house, buyer, 500k, mistaken, ..., interest, rate, high, ..., safe, income, 5, digit, income, la, ..., ur, loan, commitment, month, 5k, liao, ..., haha, ..., leave, 5k, sendiri, spend, ....",aaron1717,"Mar 23 2018, 01:32 PM",0.9796
2779,"ev, look, row, ev3, plenty, unit, .., maybe, sell, cny, promo",hiryuu,"Mar 23 2018, 02:45 PM",0.0
2780,"cny, promotionhttps://www.simedarbyproperty.com/campaign/...noaaq2fealw_wcbfrom, 31st, march, book, fee, low, rm5,000, rebate, 8, select, sime, darby, properties, enjoy, introducer, reward, rm38,000, recommend, property, season.refer, link, elmina, valley, 1,2,3,4, promotion",swn525,"Mar 23 2018, 04:18 PM",0.8074
2781,"update, list, receive, sa, november, 2017",tzuen,"Mar 24 2018, 12:31 PM",0.0
2782,"elmina, guarantee, flood, free, 100yrs",corboylee,"Mar 26 2018, 11:29 AM",0.6486
2783,"lol, ..., mark, sell",hiryuu,"Mar 27 2018, 04:37 PM",0.4215
2784,"rebate, 4, ev, n, eg",BRE,"Mar 27 2018, 05:05 PM",0.0
2785,"thank, answer, bro, maybe, wait, 2, month, patiently, compare, putra, height, ah",Croner,"Mar 27 2018, 05:10 PM",0.3612
2786,"wonder, wtf, monthly, 5k, buyer, worry, pay, loan, guru, touch",qwerty223,"Mar 27 2018, 05:11 PM",-0.7964
2787,"putra, height, commercial, activity, ..., new, launch, liao, bukan, ..., price, elmina, ..., lrt, accessibility, ..., elmina, tak, ada, ...., lrt, premium, new, launch, pricing, ..., haha, ....",aaron1717,"Mar 27 2018, 05:16 PM",0.4588
2788,"prefer, elmina, subsale, march, batch, choice",elmond,"Mar 27 2018, 05:20 PM",0.0
2789,"putra, height, cheap, 600k",Croner,"Mar 27 2018, 05:49 PM",0.0
2790,"new, launch, subsale, u, okay, subsale, ..., putra, height, slight, place, stay, commercial, activity, lrt, connectivity",aaron1717,"Mar 27 2018, 05:49 PM",0.2263
2791,"dunno, leh, property, guru, lot, 600, 800k",Croner,"Mar 27 2018, 05:58 PM",0.0
2792,"thanks, decide",Croner,"Mar 27 2018, 06:01 PM",0.4404
2793,"subsale, ..., think, gt, new, launch, pricing, u, want, ...., subsale, need, prepare, 10, downpayment, mot, legal, fee, etc, cash, term, ....",aaron1717,"Mar 27 2018, 09:10 PM",0.4404
2794,"buy, launch, day, experience, green, 1, 70, sell, launch, day",swn525,"Mar 27 2018, 09:20 PM",0.0
2795,"receive, surat, cukai, tanah, elmina, valley, 2",s-one,"Mar 27 2018, 09:27 PM",0.0
2796,"bro, u, impatient, 1, 2, contribute, 2, sgor, govt, coffer, 😆, quit, rent, wait, till, 2, pay, time",BRE,"Mar 27 2018, 09:34 PM",-0.3818
2797,"monthly, income, 8k, plus, cover, 800k+, land, property",Croner,"Mar 27 2018, 09:53 PM",0.0
2798,"geh, ..., nett, income, 8k, geh, wa, ..., u, commitment, ..., u, gt, 4k, spend, ..., haha",aaron1717,"Mar 27 2018, 11:53 PM",0.7717
2799,"nett, income, 7k, commitment, bank.will, approve, loan, hear, nowadays, bank, 70",Croner,"Mar 27 2018, 11:54 PM",0.3818
2800,"credit, record, la, ..., commitment, ..., repayment, pattern, important, ..., whr, gt, nowadays, 70, ..., fren, buy, hse, year, ..., 90, loan, ..., perfect, ..., sure, approve, ..., 3k, u, spend, matter, ...",aaron1717,"Mar 28 2018, 12:06 AM",0.9217
2801,"think, know, questionnormally, bank, calculate, 70%~90, net, income, maximum, commitmentif, 8000, net, income, 70, 5600maximum, commitment, current, installment, relate, bank, example, car, personal, loan, house, installment, buyexample, current, car, installment, rm1500, personal, loan, rm1000, house, installment, 3600, total, 6100then, bank, reject, maximum, commitment, 5600, time, increase, payment, house, installment, drop, 3600, 3000, total, commitment, 5500, loan, high, chance, approve.hope, question, understand, poor, english, hehe",swn525,"Mar 28 2018, 03:20 PM",0.4939
2802,"thanks, bro",Croner,"Mar 28 2018, 05:35 PM",0.4404
2803,"bank, home, loan, calculator, calculate, eligibility, factor, bank, consider, repayment, pattern, etc.http://www.maybank2u.com.my/webbank/m2uhom...calculator.htmlhttps://www.rhbgroup.com/products-and-servi...flexi-home-loangood, luck",flyingrobot,"Mar 29 2018, 08:58 AM",0.4588
2804,"receive, letter, delivery, vp, elmina, valley, phase, 1, state, s, maintainance, charge, rm206, know, monthly",calcium206,"Mar 29 2018, 12:20 PM",0.0
2805,"bro, .., think, ur, consideration, buy, time, consider, late, ..., ev1, sell, 1, day, lauching, ..., ev2, 1, day, sell, type, b, ..., ev3, problem, sell, people, concern, temple, maybe, ..., ev4, sell, week, lauche, ...., u, consider, ..., definitely, available, unit, lolsure, end, corner, unit, leave, ..., u, banner, developer, unit"", ..., maybe, u, contact, ...",redalert,"Mar 29 2018, 01:28 PM",-0.0516
2806,"congras, state, month, f&g, definitely, monthly, fee, developer, manage, hand, ra",easywin3,"Mar 29 2018, 05:37 PM",0.7096
2807,"security, agreement, charge, sd, 1, 2, year, mistaken, .., need, check, security, agreement, ..",Don Shady,"Mar 29 2018, 05:53 PM",0.8271
2808,"guy, price, elmina, valley, intermediate, unit, size, 22, size, 24",BaRT,"Mar 29 2018, 06:18 PM",0.0
2809,"chance, touch, sa.my, friend, buy, new, unit, ev2, september, type, intermediate, unit, direct, sd, sell, price, 688, k, discount, free, mot, etc, merdeka, promo, cash, 10k, summore, unit, open, coz, previous, buyer, problem, loan, bank, time, ev1, 1, unit, leave, scenario, people, q, buy, guess, ev1, ev2, totally, sell, maybe, ev4, chance, la, ev3, available, u, mind, temple",BaRT,"Mar 29 2018, 06:40 PM",0.765
2810,"wanna, place, booking, unit, face, temple, fully, book",hiryuu,"Mar 29 2018, 07:31 PM",0.0
2811,info,1zR4eL,"Mar 29 2018, 10:39 PM",0.0
2812,https://www.simedarbyproperty.com/city-of-elmina,easywin3,"Mar 30 2018, 09:00 AM",0.0
2813,"weird, upcoming, launch, link",1zR4eL,"Mar 30 2018, 10:08 AM",-0.1779
2814,price,BaRT,"Mar 30 2018, 05:34 PM",0.0
2815,"sale, gallery, coz, parent, want, unit, left, ask, cny, promo, ..., pm, referal, fee, 😬",hiryuu,"Mar 31 2018, 04:46 PM",0.0772
2816,"buy, ..., money, downpayment, developer, unit",Croner,"Apr 1 2018, 04:16 PM",0.0
2817,"write, elmina, 100, flood, guarantee, sorry, bad, knowledge, means?i, buy, ev2, notice, group, nice, meet",keithchen99,"Apr 2 2018, 08:13 AM",0.0
2818,"basically, area, flood, prevention, plan, .., s, extreme, flood, .., central, park, flood, catchment, area, accord, sdb, la, .., prove, .., lol",corboylee,"Apr 2 2018, 09:15 AM",0.4215
2819,"refer, past, post, happen, 1, flood, 1000, year, flood, happen, rate, 0.1, yearhttps://forum.lowyat.net/index.php?showtopi...post&p=86295276",elmond,"Apr 2 2018, 09:39 AM",0.0
2820,"hey, guy, want, sell, ev, phase, 1, price, rm650, k, unit, good, location, key, collect, week, let, know, interested, view, house, tqvm",chewingun,"Apr 2 2018, 11:24 AM",0.7096
2821,"sneak, peek, ev3a, 20x60",rekrazie,"Apr 2 2018, 11:35 AM",0.0
2822,"yr, dream, house, ah?intend, rip, apart, floor, tile, replace, w, yr",BEANCOUNTER,"Apr 2 2018, 11:44 AM",0.25
2823,"row, umine, row, house, 2, ev3b, sebelah, big, corner, lot, ..., face, hutan, guess, ..., sawit, somethg, 😅",sham ka,"Apr 2 2018, 11:52 AM",0.0
2824,"area, point, map, forgot, undeveloped, area, elmina",elmond,"Apr 2 2018, 11:53 AM",0.0
2825,"post, 😊, .am, new, forum, ..., sorry, ..., tunjuk, ajar, ku, sifu, 😊",sham ka,"Apr 2 2018, 12:27 PM",-0.0772
2826,"good, view, face, main, road, 10, year",elmond,"Apr 2 2018, 12:28 PM",0.4404
2827,,sham ka,"Apr 2 2018, 01:47 PM",0.0
2828,"house, face, park, temple, near",elmond,"Apr 2 2018, 02:51 PM",0.0
2829,"far, bro, ..., unit, nice, view, uphill, look, park, ..., envy, ..., haha",hiryuu,"Apr 2 2018, 04:13 PM",0.5719
2830,"far, bro, ..., unit, nice, view, uphill, look, park, ..., envy, ..., haha",hiryuu,"Apr 2 2018, 04:44 PM",0.5719
2831,"oh, ya, kai, know, ..., husband, buy, time, tak, sempat, choose, quickly, book, coz, time, previous, lauch, sell, fast, grab, unit, available",sham ka,"Apr 2 2018, 04:48 PM",0.0
2832,"oops, address, madam, bro, 🤭, visit, showroom, weekend, sa, tell, build, tall, wall, unit, face, temple, unit, face, temple, guess, worry, dunno, depend, individual, ..., mind, ..., way, far, ..., 😅, hope, build, nice, mosque, elmina, like, bukit, jelutong, ara, damansara",hiryuu,"Apr 2 2018, 05:32 PM",0.6486
2833,"u, want, sell, ask",lancengchai84,"Apr 2 2018, 06:16 PM",0.0772
2834,"photo, actual, unit, ev2, type, b1, b2, wonder, look, like, bedroom, face, porch, instead, living, room",rookienyc,"Apr 2 2018, 10:22 PM",0.3612
2835,"dun, need, ask, obvious, lah, ..., u, think, u, honest, answer",BEANCOUNTER,"Apr 2 2018, 10:52 PM",0.5106
2836,"num, 4, big, corner, house, ...",papahandsome,"Apr 3 2018, 05:57 AM",0.0
2837,"sale, gallery, today, sa, tell, alarm, air, con, piping, provide, ferrea, confirm",alextyw85,"Apr 3 2018, 10:33 AM",-0.34
2838,"confirm, wheter, elmina, phase, 2a, aircond, piping",Don Shady,"Apr 3 2018, 10:35 AM",0.0
2839,"pass, elmina, like, exisitng, taman, fence, y, developer, build, it?the, guard, facility",rainman19,"Apr 3 2018, 03:47 PM",0.3612
2840,"pass, elmina, exist, taman, fence, y, developer, build, it?the, guard, facility",rainman19,"Apr 3 2018, 03:49 PM",0.0
2841,"pass, elmina, exist, taman, fence, y, developer, build, it?the, guard, facility",rainman19,"Apr 3 2018, 03:51 PM",0.0
2842,"ask, question, sa, mention, sd, 1, year, key, build, guard, house, state, s&p",hiryuu,"Apr 3 2018, 03:54 PM",0.0
2843,"sd, build, fence, year",alextyw85,"Apr 3 2018, 05:40 PM",0.0
2844,"mbsa, rule, state, need, 75, resident, agree, fencing, need, resident, sign, letter, build, fence",fadzlie,"Apr 3 2018, 06:35 PM",0.3612
2845,https://www.thestar.com.my/metro/community/...but-ras-say-it/,Farhan Matic,"Apr 3 2018, 06:41 PM",0.0
2846,"thank, share, article.100, approval, require, auto, gate75, manual",BEANCOUNTER,"Apr 3 2018, 08:56 PM",0.7783
2847,"let, hope, achieve, want, gate, right, 😅",hiryuu,"Apr 3 2018, 09:18 PM",0.4939
2848,"u, guy, sign, dmc, purchase, property?if, ...., hard, achieve, 70, auto, gate, bcos, thoae, stay, want, pay, extragood, luck",BEANCOUNTER,"Apr 3 2018, 09:34 PM",0.3612
2849,"year, plus, phase, achieve, 75, ...., s, luckily, alot, stayer, ..., investor, phase, ..., good, luck, god, bless, liao, ....",aaron1717,"Apr 3 2018, 10:21 PM",0.9201
2850,"elmina, green, direct, access, guthrie, highway, way, look, project, possible, main, entrance, ..., distance, guthrie, ..., peak, hour, ..., pesiaran, elmina, jalan, paip, guthrie, god, damn, jam, ....",aaron1717,"Apr 3 2018, 11:18 PM",-0.1531
2851,"fencing, allow, individual, title, land, elmina, safe, place, stay, think, build, guardhouse, barrier, sufficient, ....",alextyw85,"Apr 3 2018, 11:19 PM",0.5106
2852,"confirm, near, future, sd, set, 2035, year, review, gce, connection",elmond,"Apr 4 2018, 09:04 AM",0.0
2853,"hi, guy, want, sell, ev2, price, rm715k, unit, good, location, nice, number, vp, expect, month, apr, .., let, know, interested, view, unit, thank",wkchin29018,"Apr 4 2018, 10:32 AM",0.8885
2854,"wa, bro, ..., citizen, 2, till, elmina, ka, ...., generally, phase, elmina, fence, ..., think, long, approval, ..., f&g, possible, ...., impossible, restrict, thoroughly, ....",aaron1717,"Apr 4 2018, 10:35 AM",0.128
2855,"wa, ..., kesian, bsu, eg, user, cramp, small, road, gce, exit, ...., crazily, jam, ..., progress, eg, fast, ....",aaron1717,"Apr 4 2018, 10:55 AM",-0.128
2856,"elmina, green, connect, elmina, valley, cramp, doubt, open, eg, vp.basically, free, 1, toll, pack, road, predict, jam, effect, persiaran, e1/1",elmond,"Apr 4 2018, 11:12 AM",0.0
2857,"yea, ..., look, ..., s, way, ...., pesiaran, elmina, jam, everyday, ...., new, development, vp, ..., exit, pmd, viable, option, puncak, alam, resident, anymore, ....",aaron1717,"Apr 4 2018, 11:16 AM",0.0
2858,pm,SS25,"Apr 4 2018, 01:08 PM",0.0
2859,"basically, think, ev3, somewhat, gated, fence, 100%.considering, wall, build, cover, temple, ev3, locate, slightly, uphill, unfenced, area, impossible, ...",hiryuu,"Apr 4 2018, 02:44 PM",0.0
2860,"haha, malaysians, fence, ..., berpisah, tiada, ..., sigh",empatTan,"Apr 4 2018, 02:48 PM",0.4767
2861,"u, sure, ethan, hunt",BEANCOUNTER,"Apr 4 2018, 02:51 PM",0.3182
2862,"curious, price, ferrea, liana",MasBoleh!,"Apr 4 2018, 02:54 PM",0.3182
2863,"f, n, g, ev3, 20, x, 60, 22, x, 75, 24, x, 75, temple, area",sham ka,"Apr 4 2018, 03:10 PM",0.0
2864,"sa, tell, early, ev3, area, come, fence, guard, ev3, buyer, sign, security, agreement, mistaken",Izzy123,"Apr 4 2018, 03:20 PM",0.4767
2865,"yes, 1st, batch, original, buyer, wont, subsale, collection, maintenance, problem, macam, usj, ....",BEANCOUNTER,"Apr 4 2018, 06:43 PM",0.3182
2866,"bro, ...",hiryuu,"Apr 5 2018, 12:05 AM",0.0
2867,"wall, temple, area, mistaken, rest, fence, ...",hiryuu,"Apr 5 2018, 12:19 AM",-0.3612
2868,"guy, want, consult, i’m, currently, consider, elmina, ev3, ijm, bukit, rimbayu, advise, confident, future, development, bukit, rimbayu, familiar, ev",Sleepfoomuch,"Apr 5 2018, 09:09 AM",0.5423
2869,"workmanship, major, defect",easywin3,"Apr 5 2018, 09:18 AM",-0.34
2870,"confident, rimbayu, bukit.for, price, similar, house, elmina",elmond,"Apr 5 2018, 09:43 AM",0.4939
2871,"choose, familiar, lo",kh8668,"Apr 5 2018, 09:52 AM",0.0
2872,"bandar, rimbayu, 7mtr, sea, level, nia, ground",BEANCOUNTER,"Apr 5 2018, 10:01 AM",0.0
2873,"u, find, fact, 7, m",mingyew,"Apr 5 2018, 10:04 AM",0.0
2874,"section, 14, pj, ...",empatTan,"Apr 5 2018, 10:09 AM",0.0
2875,"rimbayu, thread, software, check, think, low, 4, m, report, read, rimbayu, build",BEANCOUNTER,"Apr 5 2018, 10:11 AM",-0.2732
2876,"freehold, vs, leasehold, ..., elmina, easy, access, directly, guthrie, ..., future, dash, nearby, ..., rimbayu, leasehold, ada, apa, direct, access, highway, ..., commercial, activity, abang, adik, ..., compare, factor, ...",aaron1717,"Apr 5 2018, 11:24 AM",0.5574
2877,"try, website, suppose, 14mrimbayuhttp://www.floodmap.net/?ll=2.94626,101.55657&z=12&e=14elmina, valleyhttp://www.floodmap.net/?ll=3.175152,101.508779&z=11&e=47",elmond,"Apr 5 2018, 11:45 AM",0.0
2878,"check, telok, panglima, garang, rimbayu",mingyew,"Apr 5 2018, 02:38 PM",0.0
2879,"4, m, report, read, year, ago.but, post, link, 7, m, safety, zone, 6m, rimbayu, 14, m, need, visit, sale, gallery, confirm, architectural, drawing, figure",BEANCOUNTER,"Apr 5 2018, 02:40 PM",0.4215
2880,"ok, wait, feedback, fyi, rimbayu, ex, land, small, hill",mingyew,"Apr 5 2018, 02:47 PM",0.4588
2881,"decide, buy, ev, consider, bukit, rimbayu, too.these, factor, compare, 2:-, work, pj, ev, near, me-, ev, freehold, rimbayu, leasehold-, size, build, property, ev, cheap, think, ev, difficult, chinese, food, big, deal, surely, dinner, pj, home, ev-, chinese, school, problem, child, environment, buy, stay, investment, ev, comfortable, forest""future, development, big, concern, excited, elmina, city, center, thought",OliviaWong17,"Apr 7 2018, 07:26 AM",0.6249
2882,"rimbayu, new, project, ijm, buy, road, builder, project, design, canal, city, road, builder, day, know, majority, area, sit",PACINO,"Apr 7 2018, 08:42 PM",0.0
2883,"choice, ..., lol, ..., rimbayu, near, kk, city, need, 10, min, ba, chinese, restaurant, ..., difference, u, travel, kampung, subang, subang, chinese, food, elmina, ...., canal, city, amenity, moment, ...., apply, elmina, ....",aaron1717,"Apr 7 2018, 11:12 PM",0.6486
2884,"worry, abt, commercial, activity, canal, city, matter, time.with, 4, cina, developer, compare, 1, national, developer, think, township, flourish, commercial",BEANCOUNTER,"Apr 9 2018, 08:38 AM",-0.4215
2885,"..., look, sdb, ...., good, elmina, flourish, time, ad, flourish, ..., lol, ...., ..., alot, thing, predict, accurately, ..., look, guy, want, right, ..., lol",aaron1717,"Apr 9 2018, 09:32 AM",0.8316
2886,"area, face, land, area, build, mosque, fencing, indian, temple, doubt, sd, build, fencing, entire, ev3, ..",alextyw85,"Apr 9 2018, 09:43 AM",-0.3612
2887,"rimbayu, leasehold, elmina, freehold, think, location, rimbayu, convenience, u, dine, banking, etc, kemuning, elmina, far, hypermarket, mcd, kfc, pizza, hut, indian, mamak, ...., air, quality, sure, rimbayu, air, smoke, smell, night, night, sure, ...",alextyw85,"Apr 9 2018, 10:12 AM",0.6486
2888,"good, comment, ...",alextyw85,"Apr 9 2018, 10:35 AM",0.4404
2889,"phase, buy, ev3, rebate, ev3, intermediate, unit, ev4",alextyw85,"Apr 9 2018, 10:36 AM",0.0
